195.178.110.247 - - [30/Aug/2026:00:10:06 +0000] "POST /index.php?rest_route=/batch/v1 HTTP/1.1" 404 162 "-" "fasthttp"
20.104.18.15 - - [30/Aug/2026:03:03:10 +0000] "GET /wp-content/plugins/hellopress/wp_filemanager.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:10 +0000] "GET /this_is_a_new_hello_world.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:10 +0000] "GET /ap.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:10 +0000] "GET /media.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:10 +0000] "GET //adminfuns.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:10 +0000] "GET /classwithtostring.php?p= HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:10 +0000] "GET /3PJcpMFsD8B.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:10 +0000] "GET /5PJcpMFsD8B.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:11 +0000] "GET /4PJcpMFsD8B.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:11 +0000] "GET /wsd.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:11 +0000] "GET /bulet.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:11 +0000] "GET //av.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:11 +0000] "GET /images.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:11 +0000] "GET /ops.php HTTP/1.1" 404 162 "-" "-"
20.104.18.15 - - [30/Aug/2026:03:03:11 +0000] "GET /coffexium.php HTTP/1.1" 404 162 "-" "-"
216.73.217.131 - - [30/Aug/2026:03:39:23 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
216.73.217.131 - - [30/Aug/2026:03:39:23 +0000] "GET /sitemap.xml HTTP/1.1" 200 2528 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
119.91.20.139 - - [30/Aug/2026:03:49:33 +0000] "GET / HTTP/1.1" 200 2588 "http://matthewritch.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
207.46.13.6 - - [30/Aug/2026:04:28:29 +0000] "GET / HTTP/1.1" 200 2588 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.76 - - [30/Aug/2026:04:28:40 +0000] "GET /styles/newstyle.css HTTP/1.1" 200 32379 "https://matthewritch.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.7 - - [30/Aug/2026:04:28:50 +0000] "GET /styles/font.css HTTP/1.1" 200 4671 "https://matthewritch.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
32.193.59.0 - - [30/Aug/2026:04:57:56 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Gort)"
216.73.217.131 - - [30/Aug/2026:05:23:56 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
216.73.217.131 - - [30/Aug/2026:05:23:56 +0000] "GET /sitemap.xml HTTP/1.1" 200 2528 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
51.68.111.203 - - [30/Aug/2026:05:24:04 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 (compatible; MJ12bot/v2.0.5; http://mj12bot.com/)"
51.68.111.203 - - [30/Aug/2026:05:24:04 +0000] "GET / HTTP/1.1" 200 2588 "-" "Mozilla/5.0 (compatible; MJ12bot/v2.0.5; http://mj12bot.com/)"
57.141.20.10 - - [30/Aug/2026:05:25:46 +0000] "GET /projects/ HTTP/1.1" 200 2907 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))"
46.225.177.211 - - [30/Aug/2026:05:28:40 +0000] "GET / HTTP/1.1" 200 2588 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36"
43.165.7.135 - - [30/Aug/2026:06:03:31 +0000] "GET / HTTP/1.1" 200 2588 "http://matthewritch.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
195.178.110.159 - - [30/Aug/2026:06:12:30 +0000] "GET /.git/config HTTP/1.1" 404 196 "-" "Mozilla/5.0 (Debian; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
43.166.128.86 - - [30/Aug/2026:06:53:57 +0000] "GET / HTTP/1.1" 200 2588 "http://www.matthewritch.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
51.68.111.202 - - [30/Aug/2026:06:55:38 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 (compatible; MJ12bot/v2.0.5; http://mj12bot.com/)"
51.68.111.202 - - [30/Aug/2026:06:55:39 +0000] "GET / HTTP/1.1" 200 2588 "-" "Mozilla/5.0 (compatible; MJ12bot/v2.0.5; http://mj12bot.com/)"
110.249.201.44 - - [30/Aug/2026:06:56:58 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)"
47.128.19.54 - - [30/Aug/2026:06:56:59 +0000] "GET /blog/2025/08/27/WDD-Static/ HTTP/1.1" 200 7822 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
20.220.10.235 - - [30/Aug/2026:06:57:00 +0000] "GET /wp-content/plugins/hellopress/wp_filemanager.php HTTP/1.1" 404 162 "-" "-"
20.220.10.235 - - [30/Aug/2026:06:57:00 +0000] "GET /this_is_a_new_hello_world.php HTTP/1.1" 404 162 "-" "-"
20.220.10.235 - - [30/Aug/2026:06:57:00 +0000] "GET /h02ugyh.php HTTP/1.1" 404 162 "-" "-"
20.220.10.235 - - [30/Aug/2026:06:57:01 +0000] "GET /sf.php HTTP/1.1" 404 162 "-" "-"
20.220.10.235 - - [30/Aug/2026:06:57:01 +0000] "GET /4e.php HTTP/1.1" 404 162 "-" "-"
20.220.10.235 - - [30/Aug/2026:06:57:01 +0000] "GET /ssss.php HTTP/1.1" 404 162 "-" "-"
111.225.148.82 - - [30/Aug/2026:06:57:37 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Bytespider;https://zhanzhang.toutiao.com/"
216.73.217.131 - - [30/Aug/2026:07:28:10 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
216.73.217.131 - - [30/Aug/2026:07:28:10 +0000] "GET /sitemap.xml HTTP/1.1" 200 2528 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
136.108.15.119 - - [30/Aug/2026:07:30:12 +0000] "GET /.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
201.182.92.126 - - [30/Aug/2026:07:39:26 +0000] "POST /xmlrpc.php HTTP/1.1" 404 162 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/95.0.0.0 Safari/537.36"
162.14.66.219 - - [30/Aug/2026:09:22:21 +0000] "GET / HTTP/1.1" 200 2588 "http://www.matthewritch.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
216.73.217.131 - - [30/Aug/2026:09:22:54 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
216.73.217.131 - - [30/Aug/2026:09:22:54 +0000] "GET /sitemap.xml HTTP/1.1" 200 2528 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
74.7.244.25 - - [30/Aug/2026:09:35:16 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; robots.txt; +https://openai.com/searchbot"
47.128.58.80 - - [30/Aug/2026:09:42:36 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) Version/7.0 Mobile Safari/537.36 (compatible; Bytespider; https://bytedance.sg.larkoffice.com/docx/K5bxdypulop3IIxrJb0lOjLVgFe)"
94.154.43.129 - - [30/Aug/2026:10:20:08 +0000] "GET / HTTP/1.1" 200 7286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36"
34.204.184.214 - - [30/Aug/2026:10:24:22 +0000] "GET / HTTP/1.1" 200 2588 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
43.157.148.38 - - [30/Aug/2026:10:25:53 +0000] "GET / HTTP/1.1" 200 2588 "http://matthewritch.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
57.141.20.16 - - [30/Aug/2026:11:10:14 +0000] "GET /blog/2025/09/03/WDD-VPS-Security/ HTTP/1.1" 200 8716 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))"
43.153.19.83 - - [30/Aug/2026:11:18:18 +0000] "GET / HTTP/1.1" 200 2588 "http://www.matthewritch.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
216.73.217.131 - - [30/Aug/2026:11:21:11 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
216.73.217.131 - - [30/Aug/2026:11:21:12 +0000] "GET /sitemap.xml HTTP/1.1" 200 2528 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
57.141.20.32 - - [30/Aug/2026:11:31:17 +0000] "GET /blog/2026/07/22/Puzzles-Robot-Baseball/ HTTP/1.1" 200 9713 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))"
8.217.145.188 - - [30/Aug/2026:12:26:21 +0000] "GET / HTTP/1.1" 200 7286 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
104.23.253.25 - - [30/Aug/2026:12:48:46 +0000] "GET /.git/config HTTP/1.1" 404 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0"
162.158.158.212 - - [30/Aug/2026:12:48:46 +0000] "GET /.git/HEAD HTTP/1.1" 404 134 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0"
57.141.20.28 - - [30/Aug/2026:13:12:03 +0000] "GET /blog/2026/08/01/Puzzles-Pent-Up-3-Knight-Moves-7/ HTTP/1.1" 200 14764 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))"
216.73.217.131 - - [30/Aug/2026:13:28:08 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
216.73.217.131 - - [30/Aug/2026:13:28:08 +0000] "GET /sitemap.xml HTTP/1.1" 200 2528 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)"
66.249.75.108 - - [30/Aug/2026:13:28:16 +0000] "GET /robots.txt HTTP/1.1" 200 67 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
195.178.110.103 - - [30/Aug/2026:13:36:10 +0000] "GET /wp-json/ HTTP/1.1" 404 196 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
195.178.110.103 - - [30/Aug/2026:13:36:10 +0000] "POST /index.php?rest_route=/batch/v1 HTTP/1.1" 404 196 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
195.178.110.103 - - [30/Aug/2026:13:36:10 +0000] "POST /index.php?rest_route=%2Fbatch%2Fv1 HTTP/1.1" 404 196 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
195.178.110.103 - - [30/Aug/2026:13:36:10 +0000] "POST /?rest_route=%2Fbatch%2Fv1 HTTP/1.1" 405 568 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
195.178.110.103 - - [30/Aug/2026:13:36:10 +0000] "POST /?rest_route=/batch%2Fv1 HTTP/1.1" 405 568 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
98.252.152.100 - - [30/Aug/2026:13:46:10 +0000] "GET /sitemap.xml HTTP/1.1" 200 2528 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:46:11 +0000] "GET /favicon.ico HTTP/1.1" 404 134 "https://matthewritch.com/sitemap.xml" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:46:53 +0000] "GET / HTTP/1.1" 200 2588 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:46:53 +0000] "GET /styles/newstyle.css HTTP/1.1" 200 32379 "https://matthewritch.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:46:53 +0000] "GET /styles/font.css HTTP/1.1" 200 4671 "https://matthewritch.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:46:54 +0000] "GET /images/bike.png HTTP/1.1" 200 1250885 "https://matthewritch.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:48:11 +0000] "GET / HTTP/1.1" 200 2582 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:48:42 +0000] "GET /sitemap.xml HTTP/1.1" 200 2727 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:49:32 +0000] "GET /CLAUDE.md HTTP/1.1" 200 335 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:49:44 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 200 471177 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:49:44 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 206 12425 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:13:53:40 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
93.213.6.139 - - [30/Aug/2026:13:56:03 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 200 471177 "https://news.ycombinator.com/" "Mozilla/5.0 (X11; Linux x86_64; rv:154.0) Gecko/20100101 Firefox/154.0"
93.213.6.139 - - [30/Aug/2026:13:56:03 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 206 12425 "https://news.ycombinator.com/" "Mozilla/5.0 (X11; Linux x86_64; rv:154.0) Gecko/20100101 Firefox/154.0"
217.182.175.162 - - [30/Aug/2026:13:56:04 +0000] "HEAD /pages/LongestStraightestLine.pdf HTTP/1.1" 200 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.67 Safari/537.36"
98.252.152.100 - - [30/Aug/2026:13:56:08 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 304 0 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
104.248.55.216 - - [30/Aug/2026:13:56:41 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 200 471177 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
102.132.192.24 - - [30/Aug/2026:14:02:45 +0000] "GET /favicon.ico HTTP/1.1" 404 196 "https://matthewritch.com/pages/LongestStraightestLine.pdf" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
102.132.192.24 - - [30/Aug/2026:14:02:45 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 200 471177 "https://news.ycombinator.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
150.109.10.41 - - [30/Aug/2026:14:03:52 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 200 471177 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
98.252.152.100 - - [30/Aug/2026:14:05:58 +0000] "GET / HTTP/1.1" 200 2582 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:14:06:07 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:14:06:10 +0000] "GET /pages/ HTTP/1.1" 403 134 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
67.245.88.235 - - [30/Aug/2026:14:06:11 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 200 471177 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Mobile Safari/537.36"
161.35.51.128 - - [30/Aug/2026:14:06:55 +0000] "GET / HTTP/1.1" 200 2582 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
136.52.48.207 - - [30/Aug/2026:14:10:19 +0000] "GET /pages/LongestStraightestLine.pdf HTTP/1.1" 200 471177 "https://news.ycombinator.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1"
136.52.48.207 - - [30/Aug/2026:14:10:19 +0000] "GET /favicon.ico HTTP/1.1" 404 134 "https://matthewritch.com/pages/LongestStraightestLine.pdf" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1"
98.252.152.100 - - [30/Aug/2026:14:15:34 +0000] "GET /projects HTTP/1.1" 301 178 "https://matthewritch.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:14:15:34 +0000] "GET /projects/ HTTP/1.1" 200 2905 "https://matthewritch.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
98.252.152.100 - - [30/Aug/2026:14:15:36 +0000] "GET /blog HTTP/1.1" 301 178 "https://matthewritch.com/projects/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:154.0) Gecko/20100101 Firefox/154.0"
